"","price","bedrooms","bathrooms","Sqft_of_home","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","Sqft_of_livinge_room_2015","Sqft_of_lot_2015","Median_Income","Mean_Income","population","people_employed","people_educated","bachelor_degrees","grad_degrees","log_p"
"2473",549000,2,1,1510,11165,1.5,0,0,4,7,1510,0,1921,2210,8851,53836,69529,46329,24878,34944,9717,4648,13.2158537204917
"2475",858000,4,2.25,3070,13720,2,0,0,3,9,3070,0,1978,3010,9657,79579,98318,26269,14444,19103,7289,4937,13.6623593784701
"2476",345000,2,1,970,10423,1,0,0,3,7,970,0,1947,1200,7857,53836,69529,46329,24878,34944,9717,4648,12.7512996960135
"2477",340000,4,1.75,2140,11651,2.5,0,0,3,8,2140,0,1930,2030,10978,62842,82984,21567,10562,15210,2174,895,12.7367008965923
"2479",275000,3,2.25,1260,1488,3,0,0,3,7,1260,0,2009,1190,1095,53836,69529,46329,24878,34944,9717,4648,12.5245263766487
"2480",405000,3,1,1220,7771,1,0,0,3,7,1220,0,1963,1420,7674,86005,120029,24751,12214,17928,6228,3554,12.9116423460887
"2481",432500,3,2,1720,8145,2,0,0,5,7,1720,0,1949,1400,8138,75839,93844,34081,17844,25173,6790,4418,12.9773376053541
"2482",236500,4,1,2140,4217,1.5,0,0,3,6,1320,820,1925,1720,5413,55725,76481,44839,21938,31643,6978,4482,12.3737034869141
"2484",543000,4,2.5,2060,8451,2,0,0,3,8,2060,0,1995,2060,9460,53836,69529,46329,24878,34944,9717,4648,13.2048645989161
"2485",294000,3,1,1320,9520,1,0,0,3,7,990,330,1953,1460,10610,60839,74831,25363,12091,17242,3113,1370,12.5913350463208
"2486",340500,3,1.75,1810,10463,1,0,0,4,7,1810,0,1969,1620,8551,82134,95411,44430,23280,30762,8545,3142,12.7381704045717
"2487",1012000,4,2.5,2980,16263,2,0,0,3,9,2980,0,1989,2730,10018,113778,152406,37519,18235,25978,9109,6951,13.8274391288295
"2489",425000,3,2,1540,8011,1,0,0,3,7,1540,0,1988,1630,7141,76961,93562,31650,16774,22247,7402,3131,12.9598444479066
"2490",353000,3,2.5,2510,9240,2,0,0,4,8,2510,0,2001,2690,9240,62842,82984,21567,10562,15210,2174,895,12.7742233359154
"2491",540000,3,2.5,1670,5146,2,0,0,3,8,1670,0,1991,1940,5146,100725,118764,26586,13667,18180,7016,5137,13.1993244185405
"2493",339950,3,1,1320,11457,1,0,0,3,8,1320,0,1959,1900,9800,90588,106180,21568,10783,14892,4806,2727,12.7365538269546
"2494",195000,3,1.75,1510,8400,1,0,0,2,7,980,530,1979,1500,10125,93380,114017,14635,7906,10127,2721,1139,12.1807548375459
"2495",322000,3,1.75,1510,8400,1,0,0,2,7,980,530,1979,1500,10125,93380,114017,14635,7906,10127,2721,1139,12.6823068245265
"2496",660000,4,1.75,1870,10450,1,0,0,3,8,1620,250,1978,2060,10450,88940,128845,17733,9006,12834,4449,3911,13.3999951140026
"2499",207500,3,1,1170,8816,1,0,0,4,6,1170,0,1966,1200,9108,72303,86045,50065,25296,32832,6007,3011,12.2428866186529
"2500",195000,3,1.5,1190,8726,1,0,0,3,7,1190,0,1956,1390,8741,58429,79111,26730,12973,18034,3308,1610,12.1807548375459
"2501",7e+05,3,2,2080,3880,1,0,0,5,7,1160,920,1954,1330,3880,92316,108574,31921,19236,23976,9337,6322,13.4588356140255
"2502",560000,4,1.75,2150,8555,1,0,2,4,7,1460,690,1982,1480,7405,53848,67124,24603,13130,17270,4080,1622,13.2356920627113
"2503",260000,3,1.75,1580,7344,1,0,0,5,7,1580,0,1911,1580,6207,68342,92756,22849,12110,16469,5243,2623,12.4684369099977
"2504",575000,3,1.75,1580,7344,1,0,0,5,7,1580,0,1911,1580,6207,68342,92756,22849,12110,16469,5243,2623,13.2621253197795
"2505",475000,3,2.5,2370,3239,2,0,0,3,8,1950,420,2006,2520,3431,106545,144116,22779,11864,15725,5230,3141,13.0710700830168
"2506",285000,3,1.75,1840,8601,1,0,0,3,7,920,920,1905,1390,7452,55725,76481,44839,21938,31643,6978,4482,12.5602444592508
"2508",650000,3,2.5,2190,3600,2,0,0,3,9,2190,0,2003,2300,3600,100725,118764,26586,13667,18180,7016,5137,13.3847276418718
"2509",620000,3,2.25,1660,3478,1.5,0,0,4,7,1100,560,1929,1610,3478,92316,108574,31921,19236,23976,9337,6322,13.3374747570213
"2511",155000,2,1,700,5200,1,0,0,5,6,700,0,1952,1030,5200,73330,94174,33944,18957,24046,6177,2986,11.9511803959014
"2512",342000,4,2,1570,11200,1,0,0,3,7,1120,450,1959,1570,11200,76961,93562,31650,16774,22247,7402,3131,12.7425660160447
"2515",608000,4,2.5,2690,4736,2,0,0,3,7,2690,0,2001,2690,4791,120970,152901,21185,10046,14975,5486,4300,13.3179301609483
"2516",179900,2,1,680,6400,1,0,0,3,6,680,0,1943,1240,7800,49188,62468,32569,15655,21948,2957,1223,12.1001564199386
"2518",166000,3,1,1010,11675,1,0,0,3,7,1010,0,1957,1370,10042,49188,62468,32569,15655,21948,2957,1223,12.0197430673387
"2519",462000,3,1.5,1710,4500,1.5,0,0,3,8,1410,300,1928,1860,6000,55725,76481,44839,21938,31643,6978,4482,13.0433201700639
"2520",545000,4,2.5,2090,6023,2,0,0,3,8,2090,0,1990,2090,6023,100725,118764,26586,13667,18180,7016,5137,13.2085410736454
"2521",415000,3,1,1560,4500,1.5,0,0,3,7,1560,0,1903,1660,4500,60563,89761,35052,22656,25268,9679,6099,12.9360337992128
"2522",269000,3,2.5,1560,4200,2,0,0,3,7,1560,0,2003,1560,4200,96134,107851,34362,16520,22542,5616,2160,12.502466658584
"2523",356500,4,2.5,2570,11473,2,0,0,3,8,2570,0,2008,2430,5997,46250,61010,46008,21432,30004,4648,1865,12.7840895188365
"2524",225000,3,1,1010,7633,1,0,0,4,6,1010,0,1961,1190,8386,55845,70268,36495,17499,25240,3891,1913,12.3238556811866
"2525",175000,2,1,1020,5130,1,0,0,4,6,1020,0,1948,1200,6497,45078,54713,33817,14272,21690,2015,637,12.0725412529057
"2526",549000,5,2.5,1710,9720,2,0,0,4,8,1710,0,1974,2270,9672,88940,128845,17733,9006,12834,4449,3911,13.2158537204917
"2527",535000,3,2.75,2300,12197,2,0,0,3,8,2300,0,1989,1710,11220,66323,89866,21087,10825,15070,3695,2129,13.1900220258781
"2528",627000,4,2.25,1990,7712,1,0,0,3,8,1210,780,1973,1720,7393,102025,125816,27855,14967,19891,6923,4184,13.3487018196151
"2529",565000,3,2,2730,15677,2.5,0,3,3,9,2730,0,1976,2040,12209,66323,89866,21087,10825,15070,3695,2129,13.2445810101286
"2531",509000,2,2,1560,4675,1,0,0,3,8,1560,0,2006,1870,6361,120970,152901,21185,10046,14975,5486,4300,13.1402032955327
"2532",340000,3,2.5,1400,4800,1,0,0,3,7,1200,200,1921,1440,3840,92316,108574,31921,19236,23976,9337,6322,12.7367008965923
"2533",537000,3,2.5,1400,4800,1,0,0,3,7,1200,200,1921,1440,3840,92316,108574,31921,19236,23976,9337,6322,13.193753373491
"2535",358000,2,1,1140,8340,1,0,0,3,7,1140,0,1948,1030,8149,75839,93844,34081,17844,25173,6790,4418,12.7882882653828
"2536",595000,4,2.25,1920,3225,1.5,0,0,5,7,1300,620,1923,1960,3750,77781,103895,23968,13416,18608,7160,4064,13.2963166845278
"2538",419950,3,2.25,2280,8500,1,0,0,4,7,1680,600,1977,1890,7700,81694,102856,42590,23454,30736,10266,5543,12.9478909355538
"2540",525000,2,1,880,4000,1,0,0,3,7,880,0,1940,1310,4000,92316,108574,31921,19236,23976,9337,6322,13.1711535415738
"2541",350000,3,2,1320,1298,3,0,0,3,7,1320,0,1995,1380,1503,92316,108574,31921,19236,23976,9337,6322,12.7656884334656
"2542",552500,3,2.5,2450,3582,2,0,0,3,9,2450,0,2008,2490,5449,106545,144116,22779,11864,15725,5230,3141,13.222208712374
"2543",210000,3,1,1040,8970,1,0,0,4,6,1040,0,1961,1040,8450,72303,86045,50065,25296,32832,6007,3011,12.2548628096996
"2545",336800,5,1.75,1830,16650,1.5,0,0,3,7,1610,220,1958,1790,12743,75839,93844,34081,17844,25173,6790,4418,12.7272445613503
"2546",465000,3,2.5,1440,4473,2,0,0,3,7,1440,0,2003,1650,3322,120970,152901,21185,10046,14975,5486,4300,13.0497926845695
"2547",299900,4,2.5,1580,3632,2,0,0,3,7,1580,0,2011,1950,3800,96134,107851,34362,16520,22542,5616,2160,12.6112043647371
"2550",276000,3,2.5,2495,4400,2,0,0,3,8,2495,0,2007,2434,4400,71555,85389,32194,15530,21493,3623,1278,12.5281561446993
"2551",265000,4,1.5,1740,12728,1,0,0,4,7,1180,560,1964,1830,11125,46250,61010,46008,21432,30004,4648,1865,12.4874851049684
"2553",313000,4,2.5,2460,10320,2,0,0,3,8,2460,0,1993,2210,9024,74144,89981,42380,20347,27351,6093,2792,12.6539584695223
"2555",265000,3,2.25,1630,10969,2,0,0,3,7,1630,0,1991,1410,7920,71555,85389,32194,15530,21493,3623,1278,12.4874851049684
"2556",646000,3,2.75,2460,6413,2,0,0,3,9,2460,0,2004,2440,6092,90588,106180,21568,10783,14892,4806,2727,13.3785547827647
"2557",175000,3,1,1030,6600,1,0,0,3,7,1030,0,1954,1220,9040,58429,79111,26730,12973,18034,3308,1610,12.0725412529057
"2559",785000,3,2.75,2310,5200,1,0,0,4,7,1520,790,1940,2310,5200,87486,126065,20871,11579,15645,6235,4309,13.5734389967645
"2561",612000,3,3,2330,10327,1,0,0,3,9,2330,0,1998,2200,4629,81694,102856,42590,23454,30736,10266,5543,13.3244875614945
"2562",330000,4,2.5,2980,5674,2,0,0,3,8,2980,0,2003,2610,5495,72303,86045,50065,25296,32832,6007,3011,12.7068479334427
"2567",499000,3,2.5,1750,2150,2.5,0,0,3,7,1230,520,1900,1410,3300,60563,89761,35052,22656,25268,9679,6099,13.1203613747337
"2569",530000,2,1.5,1580,3680,1,0,2,3,8,1280,300,1941,1730,3680,68342,92756,22849,12110,16469,5243,2623,13.1806322855283
"2570",895000,5,2.5,2350,14197,1,0,0,4,8,1220,1130,1962,2470,11629,102374,148860,32587,17207,24560,9986,7517,13.704578997257
"2571",267345,4,2.25,2510,8165,1,0,0,4,7,1610,900,1972,1940,8250,72303,86045,50065,25296,32832,6007,3011,12.4962952381261
"2574",455000,3,2.25,1470,4653,2,0,0,4,7,1470,0,1985,1560,4119,100725,118764,26586,13667,18180,7016,5137,13.0280526979331
"2576",690000,3,2.5,2820,5001,2,0,0,3,9,2820,0,2004,2660,5001,100725,118764,26586,13667,18180,7016,5137,13.4444468765734
"2577",212000,4,1.75,1250,12705,1,0,0,4,7,1250,0,1971,1390,8550,72303,86045,50065,25296,32832,6007,3011,12.2643415536542
"2578",231500,4,2.25,2080,7526,1,0,0,4,7,1280,800,1985,1200,7500,52713,65762,36730,16092,22367,3349,1133,12.3523351525084
"2584",675000,3,1.75,1710,5913,1,0,0,4,8,1120,590,1941,2920,5922,87486,126065,20871,11579,15645,6235,4309,13.4224679698547
"2585",387000,3,1.5,1340,6500,1,0,0,3,7,1340,0,1972,1620,7107,81694,102856,42590,23454,30736,10266,5543,12.8661799720119
"2586",347500,4,2.75,2290,7000,2,0,0,3,8,2290,0,1977,2000,7200,82134,95411,44430,23280,30762,8545,3142,12.758519943987
"2587",385000,3,2,1860,7400,1,0,0,3,8,930,930,1922,1640,8461,66323,89866,21087,10825,15070,3695,2129,12.8609986132699
"2588",265000,3,1,1080,4930,1,0,0,3,6,1080,0,1950,1100,5950,68342,92756,22849,12110,16469,5243,2623,12.4874851049684
"2590",134000,2,1.5,980,5000,2,0,0,3,7,980,0,1922,1040,5000,98011,134136,6973,3964,4975,1401,736,11.805595078933
"2592",375000,3,1.75,1440,8775,1,0,0,3,7,1440,0,1973,1790,7865,81694,102856,42590,23454,30736,10266,5543,12.8346813049525
"2594",337500,5,2.5,2070,4698,2,0,0,3,7,2070,0,1999,2010,4698,96134,107851,34362,16520,22542,5616,2160,12.7293207892947
"2595",565000,3,2.5,1880,12368,1,0,0,4,7,1260,620,1967,1950,11551,88940,128845,17733,9006,12834,4449,3911,13.2445810101286
"2596",399500,3,1.75,2420,12676,2,0,0,3,7,2420,0,1911,1210,6769,93380,114017,14635,7906,10127,2721,1139,12.8979690441885
"2597",1065000,2,1.75,1890,9466,2,0,0,3,8,1890,0,1987,2180,12825,102374,148860,32587,17207,24560,9986,7517,13.8784853571257
"2599",259000,3,2,1870,5909,1,0,0,3,7,1270,600,1986,1870,7887,52713,65762,36730,16092,22367,3349,1133,12.4645833406817
"2600",320000,2,1,900,7620,1,0,0,3,7,900,0,1971,1520,7620,53848,67124,24603,13130,17270,4080,1622,12.6760762747759
"2603",343000,2,1,1180,9261,1,0,0,4,7,940,240,1957,1700,6325,55725,76481,44839,21938,31643,6978,4482,12.7454857261481
"2604",205500,2,1,900,6400,1,0,0,5,6,900,0,1938,1320,6400,62842,82984,21567,10562,15210,2174,895,12.2332013129184
"2606",3e+05,3,1.75,1500,8352,1,0,2,5,6,750,750,1943,1500,8447,73330,94174,33944,18957,24046,6177,2986,12.6115377536383
"2608",561000,4,2.5,2570,5250,2,0,0,3,8,2570,0,1990,2260,5392,100725,118764,26586,13667,18180,7016,5137,13.2374761845048
"2609",450000,3,1,1210,4000,1.5,0,0,3,7,1090,120,1928,1210,4000,62633,93145,28302,16189,21495,6420,3829,13.0170028617465
"2612",230000,3,1,1300,14000,1,0,0,4,7,1300,0,1958,1390,8750,55845,70268,36495,17499,25240,3891,1913,12.3458345879053
"2615",580000,4,2.25,2160,9593,1,0,0,3,8,2160,0,1969,2820,9628,86005,120029,24751,12214,17928,6228,3554,13.2707833825226
"2616",7e+05,3,2,2130,4299,1.5,0,0,4,7,1680,450,1922,2040,4548,62633,93145,28302,16189,21495,6420,3829,13.4588356140255
"2617",279900,3,1.75,1580,8151,1,0,1,4,7,1100,480,1962,1650,8151,55845,70268,36495,17499,25240,3891,1913,12.5421876755035
"2618",210000,3,1,1200,7500,1,0,0,3,6,1200,0,1905,1010,7000,60839,74831,25363,12091,17242,3113,1370,12.2548628096996
"2620",290300,2,1,860,3874,1,0,0,4,6,860,0,1931,1400,5106,61736,75782,22659,12062,16157,3521,1623,12.5786701500127
"2622",490000,3,1,1600,6380,1.5,0,0,3,7,1400,200,1939,1760,6380,54561,77284,39254,21120,28365,8769,6040,13.1021606700868
"2623",606000,4,2.5,2110,13850,2,0,0,3,9,2110,0,1987,2520,10194,102025,125816,27855,14967,19891,6923,4184,13.3146352650515
"2624",359950,3,1,1400,4980,1,0,0,3,6,950,450,1943,990,4980,53836,69529,46329,24878,34944,9717,4648,12.7937204118974
"2629",455000,2,1,980,5000,1,0,0,4,7,980,0,1950,1600,5965,75839,93844,34081,17844,25173,6790,4418,13.0280526979331
"2631",420000,3,2.5,2060,7020,1,0,0,4,8,1460,600,1967,2150,8400,92938,124737,19328,9763,14653,5414,3500,12.9480099902596
"2632",169575,3,1,1300,8284,1,0,0,3,7,1300,0,1968,1360,7848,46250,61010,46008,21432,30004,4648,1865,12.0410505858143
"2633",250000,3,1,1300,8284,1,0,0,3,7,1300,0,1968,1360,7848,46250,61010,46008,21432,30004,4648,1865,12.4292161968444
"2634",530000,3,2.25,1680,7262,1,0,0,5,7,1180,500,1973,1910,7405,81694,102856,42590,23454,30736,10266,5543,13.1806322855283
"2636",257500,3,1.75,1530,14087,1,0,0,3,7,1070,460,1979,1770,13660,89352,102333,44894,23934,31039,6640,2815,12.4587749990859
"2637",415000,3,1,1170,6700,1,0,0,3,8,1170,0,1957,2410,7620,54561,77284,39254,21120,28365,8769,6040,12.9360337992128
"2638",536000,3,1.75,1580,3764,1.5,0,0,3,7,1280,300,1945,1560,3764,77170,95689,23488,16073,19719,8553,4848,13.1918894400529
"2639",246500,3,1.5,1270,11600,1,0,0,4,7,1270,0,1964,1380,9945,67793,80105,36390,17983,23631,4197,1828,12.4151172724649
"2640",395000,3,1.75,1480,7700,1,0,0,3,8,1480,0,1975,1930,8560,81694,102856,42590,23454,30736,10266,5543,12.8866410438833
"2643",190000,3,1,910,10575,1,0,0,4,7,910,0,1968,1470,10425,46250,61010,46008,21432,30004,4648,1865,12.1547793511426
"2644",305000,3,1.5,1480,9086,1,0,0,3,7,1480,0,1962,1540,9750,49188,62468,32569,15655,21948,2957,1223,12.6280670555895
"2648",560000,4,1,1660,4690,1.5,0,0,3,7,1260,400,1945,1400,3876,92316,108574,31921,19236,23976,9337,6322,13.2356920627113
"2651",259000,3,2.5,2153,4400,2,0,0,3,8,2153,0,2007,2434,4400,71555,85389,32194,15530,21493,3623,1278,12.4645833406817
"2658",840000,4,1.75,2930,11562,1,0,3,3,9,1670,1260,1947,2530,6517,92316,108574,31921,19236,23976,9337,6322,13.6411571708195
"2659",5e+05,4,2.5,2040,8400,1,0,0,3,8,1420,620,1963,2540,8925,113778,152406,37519,18235,25978,9109,6951,13.1223633774043
"2660",202500,3,1.5,1510,9898,1,0,0,3,7,1110,400,1954,1420,9250,46871,60372,10659,5255,6881,1031,359,12.2184951655287
"2662",225000,3,2.5,1740,10050,2,0,0,3,7,1740,0,1989,1300,10125,71555,85389,32194,15530,21493,3623,1278,12.3238556811866
"2663",418200,3,2.25,2240,9542,1,0,1,3,7,1190,1050,1980,2080,9542,55845,70268,36495,17499,25240,3891,1913,12.9437150659767
"2664",356500,4,1.75,1570,9670,1,0,0,3,7,1170,400,1959,2080,9100,90588,106180,21568,10783,14892,4806,2727,12.7840895188365
"2666",456150,3,2.25,1750,12408,1,0,0,5,7,1150,600,1962,1820,12977,75839,93844,34081,17844,25173,6790,4418,13.0305769817736
"2667",471000,4,2.5,3030,9687,2,0,0,3,8,2020,1010,1998,2050,10193,93380,114017,14635,7906,10127,2721,1139,13.0626133729986
"2668",558000,3,2.5,1680,934,3,0,0,3,8,1680,0,2008,1740,1280,77781,103895,23968,13416,18608,7160,4064,13.2321142413634
"2670",161500,3,1,1220,6000,1,0,0,5,7,1220,0,1961,1420,13137,45078,54713,33817,14272,21690,2015,637,11.9922604216448
"2671",311000,3,1,1310,8370,1.5,0,0,3,7,1310,0,1962,1310,8370,81694,102856,42590,23454,30736,10266,5543,12.6475481911614
"2673",569000,3,3.25,2220,8227,1.5,0,0,5,8,1770,450,1929,1750,4800,53143,71222,24681,12269,16958,3293,1439,13.2516357131085
"2674",689000,4,2.5,2240,7350,2,0,0,3,9,2240,0,1989,2200,8017,100725,118764,26586,13667,18180,7016,5137,13.4429965499958
"2675",271900,3,1.75,1890,11875,1,0,0,3,7,1230,660,1979,1580,10920,93380,114017,14635,7906,10127,2721,1139,12.5131896306206
"2676",278000,4,2.5,1850,6037,2,0,0,3,7,1850,0,1991,1860,6037,52713,65762,36730,16092,22367,3349,1133,12.5353763926728
"2677",820000,2,2.5,2210,4440,2,0,0,4,8,1440,770,1931,1560,4920,103816,162949,22230,12734,16892,6256,6715,13.6170596192404
"2678",399500,3,1.75,1410,7700,1,0,0,4,7,1410,0,1967,1560,7700,73330,94174,33944,18957,24046,6177,2986,12.8979690441885
"2679",462000,3,2.75,1890,2614,2,0,0,4,9,1890,0,1979,1800,2769,86005,120029,24751,12214,17928,6228,3554,13.0433201700639
"2680",347500,3,1,1830,12036,1,0,0,3,7,1550,280,1977,1810,12036,89352,102333,44894,23934,31039,6640,2815,12.758519943987
"2681",562100,2,0.75,1440,3700,1,0,0,3,7,1200,240,1914,1440,4300,77170,95689,23488,16073,19719,8553,4848,13.2394350489902
"2682",230000,2,1,950,7560,1,0,0,3,6,950,0,1958,1160,7560,82134,95411,44430,23280,30762,8545,3142,12.3458345879053
"2683",687000,4,2.5,2370,10083,2,0,0,5,8,2370,0,1966,2370,10133,105449,140627,36105,19304,26215,10665,6318,13.4400895712045
"2685",315500,3,1,1300,12600,1,0,0,4,7,1300,0,1969,1480,13530,106545,144116,22779,11864,15725,5230,3141,12.6619139609634
"2686",312000,4,2,1300,7054,1,0,0,3,7,1300,0,1950,1560,7100,58429,79111,26730,12973,18034,3308,1610,12.6507584667916
"2687",343000,3,3.25,1210,1173,2,0,0,3,8,1000,210,2002,1650,1493,53836,69529,46329,24878,34944,9717,4648,12.7454857261481
"2689",415000,4,2.25,2240,12650,1,0,0,4,8,1730,510,1981,2150,12650,93918,113787,36409,18884,24796,7243,3704,12.9360337992128
"2690",461000,3,1.75,3600,8666,2,0,0,4,6,2400,1200,1948,2290,8200,105449,140627,36105,19304,26215,10665,6318,13.0411533219788
"2691",369990,4,2.5,1960,7133,2,0,0,3,7,1960,0,2002,1960,6705,73330,94174,33944,18957,24046,6177,2986,12.8212312572281
"2692",349950,4,2.5,1820,3134,2,0,0,3,7,1820,0,1999,1820,3751,96630,114944,11143,5672,7326,2416,731,12.7655455661177
"2693",285750,3,2.25,1960,17126,1,0,0,3,8,1400,560,1966,2060,11466,61736,75782,22659,12062,16157,3521,1623,12.5628725816571
"2694",542500,4,2.25,1750,10160,1,0,0,3,8,1320,430,1972,2170,11165,88940,128845,17733,9006,12834,4449,3911,13.2039433643968
"2697",615000,2,1,1270,5000,1,0,0,3,8,1090,180,1949,1640,5000,92316,108574,31921,19236,23976,9337,6322,13.3293775467887
"2698",184500,2,1,720,5880,1,0,0,3,6,720,0,1940,1440,7200,60839,74831,25363,12091,17242,3113,1370,12.1254047424627
"2699",412000,2,1,1040,5120,1,0,0,3,7,1040,0,1901,1250,4000,60563,89761,35052,22656,25268,9679,6099,12.9287786283317
"2700",250000,3,1.5,2210,11111,1.5,0,0,3,7,2210,0,1934,1250,8422,49188,62468,32569,15655,21948,2957,1223,12.4292161968444
"2701",580000,5,2,2060,6000,2,0,0,3,7,2060,0,1903,1770,5000,49647,91786,45515,22940,20694,7943,7250,13.2707833825226
"2702",220000,2,1,780,6000,1,0,0,5,6,780,0,1923,1080,6000,61736,75782,22659,12062,16157,3521,1623,12.3013828253345
"2703",675000,4,2.75,2240,8937,1,0,0,4,8,1460,780,1976,2360,9038,105449,140627,36105,19304,26215,10665,6318,13.4224679698547
"2704",373500,2,1,800,3330,1,0,0,3,7,800,0,1918,1300,4320,77170,95689,23488,16073,19719,8553,4848,12.830673283555
"2705",662700,2,1.5,2440,6900,2,0,0,3,7,1590,850,1910,1770,6900,55725,76481,44839,21938,31643,6978,4482,13.4040776780763
"2706",239950,5,1,1460,6032,2,0,0,4,6,1460,0,1941,1060,10300,49188,62468,32569,15655,21948,2957,1223,12.3881858472864
"2708",485000,3,2.75,2650,12350,1,0,0,4,7,1470,1180,1975,1950,14075,90588,106180,21568,10783,14892,4806,2727,13.0919041699196
"2711",780000,2,2.5,2560,2500,2,0,0,5,8,1690,870,1901,1890,5000,103816,162949,22230,12734,16892,6256,6715,13.5670491986658
"2712",305000,3,2.5,1714,3240,2,0,0,3,8,1714,0,2005,1714,3240,61736,75782,22659,12062,16157,3521,1623,12.6280670555895
"2715",273000,3,1.75,2050,9045,2,0,0,4,6,2050,0,1959,1200,9045,82134,95411,44430,23280,30762,8545,3142,12.5172270741671
"2716",326500,3,1,1810,12375,2,0,0,3,7,1810,0,1970,1420,9357,106545,144116,22779,11864,15725,5230,3141,12.6961852276986
"2717",365000,3,1.75,1380,9134,1,0,0,5,7,880,500,1981,1400,8190,73330,94174,33944,18957,24046,6177,2986,12.8076526325646
"2719",422500,2,1,800,4046,1,0,0,3,7,800,0,1940,1400,4046,92316,108574,31921,19236,23976,9337,6322,12.9539447257794
"2720",354450,4,2.75,2140,9920,2,0,0,3,8,2140,0,1993,2130,9920,71555,85389,32194,15530,21493,3623,1278,12.7783225712832
"2722",223000,3,1,1030,9120,1,0,0,3,7,1030,0,1961,1470,10220,49591,64172,36368,17036,23244,3865,1371,12.3149270504423
"2723",410000,3,2.5,1740,4948,2,0,0,3,7,1740,0,2008,1290,3383,120970,152901,21185,10046,14975,5486,4300,12.9239124386805
"2724",438000,3,1,1200,4000,1.5,0,0,4,6,1200,0,1923,1390,4000,62633,93145,28302,16189,21495,6420,3829,12.9899741893586
"2725",390000,3,3,1490,2944,2,0,0,3,7,960,530,1993,1590,1600,87486,126065,20871,11579,15645,6235,4309,12.8739020181058
"2726",298500,4,2.5,1890,5954,2,0,0,3,7,1890,0,2004,2030,5880,74144,89981,42380,20347,27351,6093,2792,12.6065252118148
"2729",570000,3,2.75,2730,11936,2,0,2,3,8,1530,1200,1978,2810,12333,81694,102856,42590,23454,30736,10266,5543,13.2533916398107
"2730",385000,3,1,810,4600,1,0,0,3,6,810,0,1918,1520,4800,62633,93145,28302,16189,21495,6420,3829,12.8609986132699
"2731",649000,4,2,2240,11040,1,0,0,5,8,1120,1120,1961,1790,11040,105449,140627,36105,19304,26215,10665,6318,13.3831879956862
"2732",283000,3,1,1740,5247,1,0,0,3,7,1270,470,1947,1070,5636,49188,62468,32569,15655,21948,2957,1223,12.5532021766254
"2733",699900,4,2.25,2380,16236,1,0,0,3,7,1540,840,1961,2230,8925,86005,120029,24751,12214,17928,6228,3554,13.4586927466776
"2734",278500,4,1,1540,8400,1,0,0,3,7,770,770,1971,1520,9891,82134,95411,44430,23280,30762,8545,3142,12.5371733383495
"2738",374150,3,1.75,1390,9585,1,0,0,4,7,1390,0,1973,1240,8188,53836,69529,46329,24878,34944,9717,4648,12.8324120655085
"2739",397000,4,2.5,2201,9542,2,0,0,3,8,2201,0,2006,1990,9542,55845,70268,36495,17499,25240,3891,1913,12.8916915596693
